gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,768,7168,mxfp8,flydsl_mxfp8,180,1,22.4587,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x0x1x0_default,0.49,245.51,0.0
gfx950,256,2,768,7168,mxfp8,flydsl_mxfp8,398,1,22.4389,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x2x0_default,0.98,246.11,0.0
gfx950,256,4,768,7168,mxfp8,flydsl_mxfp8,736,1,22.3767,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x1x0x4x0_default,1.97,247.57,0.0
gfx950,256,8,768,7168,mxfp8,flydsl_mxfp8,736,1,22.5618,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x1x0x4x0_default,3.9,247.08,0.0
gfx950,256,16,768,7168,mxfp8,flydsl_mxfp8,268,1,23.0185,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x1x0x1x0_default,7.65,245.21,0.0
gfx950,256,32,768,7168,mxfp8,flydsl_mxfp8,736,1,24.2486,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x1x0x4x0_default,14.53,238.51,0.0
gfx950,256,48,768,7168,mxfp8,flydsl_mxfp8,524,1,22.5221,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x0x3x0_default,23.47,262.98,0.0
gfx950,256,64,768,7168,mxfp8,flydsl_mxfp8,736,1,22.92,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x1x0x4x0_default,30.74,264.49,0.0
gfx950,256,80,768,7168,mxfp8,flydsl_mxfp8,4,1,22.151,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x0x0x0_default,39.76,279.96,0.0
gfx950,256,96,768,7168,mxfp8,flydsl_mxfp8,48,1,22.3555,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x0x0_default,47.28,283.63,0.0
gfx950,256,112,768,7168,mxfp8,flydsl_mxfp8,92,1,22.0823,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x1x0x0x0_default,55.84,293.44,0.0
gfx950,256,128,768,7168,mxfp8,flydsl_mxfp8,224,1,22.0619,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x1x0_default,63.88,300.03,0.0
gfx950,256,144,768,7168,mxfp8,flydsl_mxfp8,562,1,21.9297,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x3x0_default,72.3,308.18,0.0
gfx950,256,160,768,7168,mxfp8,flydsl_mxfp8,440,1,21.9883,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x1x0x2x0_default,80.12,313.7,0.0
gfx950,256,176,768,7168,mxfp8,flydsl_mxfp8,356,1,21.9137,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x0x2x0_default,88.43,321.12,0.0
gfx950,256,192,768,7168,mxfp8,flydsl_mxfp8,562,1,21.9707,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x3x0_default,96.22,326.63,0.0
gfx950,256,208,768,7168,mxfp8,flydsl_mxfp8,224,1,22.0592,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x1x0_default,103.82,331.63,0.0
gfx950,256,224,768,7168,mxfp8,flydsl_mxfp8,524,1,22.1073,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x0x3x0_default,111.56,337.21,0.0
gfx950,256,240,768,7168,mxfp8,flydsl_mxfp8,524,1,21.9596,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x0x3x0_default,120.33,345.82,0.0
gfx950,256,256,768,7168,mxfp8,flydsl_mxfp8,224,1,22.1668,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x1x0_default,127.15,348.87,0.0
gfx950,256,288,768,7168,mxfp8,flydsl_mxfp8,180,1,22.2721,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x0x1x0_default,142.37,359.72,0.0
gfx950,256,320,768,7168,mxfp8,flydsl_mxfp8,398,1,22.1085,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x2x0_default,159.36,374.98,0.0
gfx950,256,352,768,7168,mxfp8,flydsl_mxfp8,721,1,20.9095,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,185.35,409.81,0.0
gfx950,256,384,768,7168,mxfp8,flydsl_mxfp8,721,1,20.8884,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,202.4,423.55,0.0
gfx950,256,416,768,7168,mxfp8,flydsl_mxfp8,721,1,21.171,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,216.34,431.06,0.0
gfx950,256,448,768,7168,mxfp8,flydsl_mxfp8,721,1,20.7656,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,237.53,452.88,0.0
gfx950,256,480,768,7168,mxfp8,flydsl_mxfp8,721,1,20.8527,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,253.44,464.35,0.0
gfx950,256,512,768,7168,mxfp8,flydsl_mxfp8,721,1,20.8077,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,270.92,478.74,0.0
gfx950,256,544,768,7168,mxfp8,flydsl_mxfp8,721,1,21.2287,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,282.14,482.37,0.0
gfx950,256,576,768,7168,mxfp8,flydsl_mxfp8,721,1,21.1895,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,299.29,496.4,0.0
gfx950,256,608,768,7168,mxfp8,flydsl_mxfp8,721,1,20.856,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,320.97,517.7,0.0
gfx950,256,640,768,7168,mxfp8,flydsl_mxfp8,721,1,20.7992,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,338.78,532.5,0.0
gfx950,256,672,768,7168,mxfp8,flydsl_mxfp8,721,1,20.7941,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,355.81,546.03,0.0
gfx950,256,704,768,7168,mxfp8,flydsl_mxfp8,721,1,21.1706,flydsl_bpreshuflle_32x128x256_MXF8_MXF8_B16_2x0x1x4x4_default,366.12,549.47,0.0
