gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,1,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,10.4658,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w3_kw4_fp4,0.4%,6.7805,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,1.0%,17.2463,0,0,0,4.92,70316.33,
gfx950,256,2,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,14.527,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w3_bnt0_kw4,0.0%,8.9725,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,1.1%,23.4995,0,0,0,7.23,51605.99,
gfx950,256,4,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,19.7407,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w2_bnt0_kw2,0.0%,12.11,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2,0.0%,31.8507,0,0,0,10.67,38076.15,
gfx950,256,8,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,28.377,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_bnt0,0.0%,16.3053,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce,0.0%,44.6823,0,0,0,15.21,27143.31,
gfx950,256,16,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,35.2725,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2,0.0%,21.6687,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2,0.0%,56.9412,0,0,0,23.87,21302.2,
gfx950,256,32,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,50.8472,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_kw2,0.0%,31.4634,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_bnt2,0.0%,82.3106,0,0,0,33.02,14740.12,
gfx950,256,64,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,66.1881,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,40.668,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_persist_sbm32,0.8%,106.8561,0,0,0,50.87,11359.74,
gfx950,256,128,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,69.123,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_fp4,0.8%,46.5062,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_bnt2_persist_sbm64,0.0%,115.6292,0,0,0,94.02,10508.05,
gfx950,256,256,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,77.29990000000001,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w3_kw2,0.0%,48.1299,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2_sbm32,0.8%,125.4298,0,0,0,173.35,9705.8,
gfx950,256,512,6144,256,257,9,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,76.7743,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_kw2_fp4,0.8%,58.686,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic,0.8%,135.4603,0,0,0,321.03,9021.94,
