gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,16,4096,cktile,0,3,9.9476,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_1,0.01,7.0,0.0
gfx950,256,2,16,4096,cktile,13,0,11.4023,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_3,0.02,6.47,0.0
gfx950,256,4,16,4096,cktile,2,0,11.9477,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,0.04,6.87,0.0
gfx950,256,8,16,4096,cktile,13,2,12.3432,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_3,0.08,7.98,0.0
gfx950,256,16,16,4096,cktile,2,3,13.1725,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,0.16,9.99,0.0
gfx950,256,32,16,4096,cktile,2,3,13.2694,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,0.32,14.89,0.0
gfx950,256,64,16,4096,cktile,2,3,14.3694,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,0.58,22.95,0.0
gfx950,256,128,16,4096,cktile,2,3,14.9731,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,1.12,39.67,0.0
gfx950,256,256,16,4096,cktile,13,0,15.4707,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_3,2.17,72.54,0.0
gfx950,256,512,16,4096,cktile,14,0,16.0332,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_3,4.19,135.91,0.0
gfx950,256,1024,16,4096,cktile,2,0,17.2261,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,7.79,249.19,0.0
gfx950,256,2048,16,4096,cktile,2,0,17.6907,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,15.17,481.59,0.0
gfx950,256,4096,16,4096,cktile,2,0,17.9514,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,29.91,945.54,0.0
gfx950,256,8192,16,4096,cktile,0,0,24.6005,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_1,43.65,1377.29,0.0
gfx950,256,16384,16,4096,cktile,7,0,37.8328,a8w8_blockscale_cktile_32x128x128_1x4x1_16x16x64_intrawave_0x1x0_2,56.76,1789.42,0.0
gfx950,256,32768,16,4096,cktile,19,3,55.9043,a8w8_blockscale_cktile_32x128x128_1x4x1_16x16x64_intrawave_0x1x0_3,76.83,2420.78,0.0
gfx950,256,1,32,4096,cktile,13,3,9.8436,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_3,0.03,13.74,0.0
gfx950,256,2,32,4096,cktile,2,2,11.35,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,0.05,12.28,0.0
gfx950,256,4,32,4096,cktile,13,2,11.9049,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_3,0.09,12.41,0.0
gfx950,256,8,32,4096,cktile,2,3,11.9675,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,0.18,13.73,0.0
gfx950,256,16,32,4096,cktile,2,1,13.072,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,0.32,15.12,0.0
gfx950,256,32,32,4096,cktile,2,0,13.3613,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,0.63,19.77,0.0
gfx950,256,64,32,4096,cktile,2,0,13.8795,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x64_intrawave_0x1x0_1,1.21,28.63,0.0
