gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.1786,sol2,0.0,0.22,223.03
gfx950,256,2,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.8662,sol2,0.0,0.38,194.49
gfx950,256,4,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,16,5.0807,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0273,0.72,191.97
gfx950,256,8,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,14,5.2765,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0371,1.39,195.81
gfx950,256,16,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,16,4.3821,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0332,1.91,150.02
gfx950,256,16,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,16,4.9767,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0371,2.95,230.86
gfx950,256,32,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,16,4.4113,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0332,3.8,179.21
gfx950,256,32,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,16,5.0438,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0269,5.82,273.67
gfx950,256,48,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,94,8,4.7125,flydsl_hgemm_abf16_wbf16_bf16_t16x64x256x3_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.028,5.34,196.0
gfx950,256,48,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,16,5.21,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.029,8.45,309.36
gfx950,256,64,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,4.7086,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x5_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0298,7.13,224.43
gfx950,256,64,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,14,5.512,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0295,10.65,334.4
gfx950,256,80,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,186,8,4.6611,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x8_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0293,9.0,255.28
gfx950,256,80,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,88,8,5.626,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x8_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0307,13.05,368.76
gfx950,256,96,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,4.7009,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x5_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0277,10.71,281.44
gfx950,256,96,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,43,8,5.6694,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x4_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0282,15.54,406.75
gfx950,256,112,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,442,8,4.682,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0261,12.54,311.01
gfx950,256,112,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,369,8,5.9083,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x5_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0202,17.39,429.48
gfx950,256,128,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,816,8,4.8893,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x6_ks8_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0177,13.73,325.05
gfx950,256,128,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,378,8,6.1693,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x6_ks8_w1x1x2_bias0_ktail0_gm0_pft_gfx950,0.0272,19.04,448.82
gfx950,256,144,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,47,8,4.8439,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x5_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0205,15.59,355.57
gfx950,256,144,64,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,59,8,6.2152,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x5_ks8_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0232,21.26,482.74
gfx950,256,160,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,536,8,4.7919,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x5_ks8_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0194,17.51,387.21
