cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,16,128,7168,asm,22,7,8.0753,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,3.64,128.33,0.0073
256,32,128,7168,asm,7,8,6.9954,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,8.39,165.12,0.0203
256,48,128,7168,asm,14,7,7.896,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,11.16,161.33,0.0015
256,64,128,7168,asm,5,6,7.8203,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,15.02,178.08,0.0042
256,80,128,7168,asm,15,8,8.0018,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,18.35,188.89,0.0078
256,96,128,7168,asm,15,8,8.7223,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,20.2,186.9,0.0064
256,112,128,7168,asm,6,7,8.6641,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,23.72,201.87,0.0031
256,128,128,7168,asm,6,7,8.8842,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,26.44,210.24,0.0039
256,144,128,7168,asm,6,7,8.4726,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,31.19,234.47,0.0117
256,160,128,7168,asm,7,8,8.2926,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,35.41,253.88,0.0094
256,176,128,7168,asm,6,7,8.5825,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,37.63,259.15,0.0008
256,192,128,7168,asm,5,6,9.3687,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,37.61,250.08,0.0016
256,208,128,7168,asm,7,8,10.4867,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,36.4,234.74,0.0154
256,224,128,7168,asm,7,8,10.2703,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,40.02,251.26,0.0126
256,240,128,7168,asm,15,8,10.2488,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,42.97,263.37,0.0124
256,256,128,7168,asm,15,8,9.6915,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,48.47,290.78,0.0112
256,288,128,7168,asm,7,8,10.8034,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,48.92,282.84,0.0069
256,320,128,7168,asm,15,8,9.8213,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,59.79,335.31,0.0115
256,352,128,7168,asm,15,8,10.1826,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,63.43,346.74,0.0048
256,384,128,7168,asm,7,8,10.9976,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,64.07,342.65,0.0123
256,416,128,7168,asm,7,8,12.6791,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,60.21,315.94,0.0088
256,448,128,7168,asm,7,8,10.215,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,80.48,415.41,0.0097
256,480,128,7168,asm,15,8,11.9779,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,73.54,374.11,0.0045
256,512,128,7168,asm,7,8,13.3559,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,70.35,353.3,0.0026
256,544,128,7168,asm,6,7,13.2595,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,75.29,373.78,0.0092
256,576,128,7168,asm,7,8,10.035,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,105.33,517.56,0.013
256,608,128,7168,asm,6,7,12.4351,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,89.72,436.77,0.0069
256,640,128,7168,asm,15,8,11.9397,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,98.36,474.79,0.0122
256,672,128,7168,asm,5,6,14.2711,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,86.41,413.87,0.0015
256,704,128,7168,asm,6,7,13.5715,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,95.19,452.71,0.0093
256,736,128,7168,asm,15,8,12.7275,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,106.11,501.4,0.0076
256,768,128,7168,asm,15,8,14.5259,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,97.02,455.68,0.0139
256,800,128,7168,asm,7,8,14.5195,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,101.11,472.24,0.0064
256,832,128,7168,asm,6,7,14.4499,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,105.66,490.96,0.0049
256,864,128,7168,asm,6,7,13.0619,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,121.38,561.31,0.0073
256,896,128,7168,asm,7,8,11.2138,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,146.62,675.01,0.0074
256,928,128,7168,asm,15,8,16.242,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,104.84,480.67,0.0107
256,960,128,7168,asm,7,8,15.1451,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,116.32,531.16,0.004
256,992,128,7168,asm,7,8,12.5414,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,145.15,660.38,0.0089
256,1024,128,7168,asm,7,8,12.2974,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,152.8,692.8,0.0102
256,1088,128,7168,asm,15,8,14.4883,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,137.8,620.83,0.0062
256,1152,128,7168,ck,7,3,17.2339,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,122.66,549.5,0.0
256,1216,128,7168,asm,14,7,14.8887,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,149.87,667.96,0.0023
256,1280,128,7168,asm,14,7,17.1158,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,137.23,608.81,0.0009
256,1344,128,7168,asm,15,8,16.6044,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,148.53,656.17,0.0084
256,1408,128,7168,asm,15,8,14.5467,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,177.61,781.65,0.0116
256,1472,128,7168,asm,15,8,16.2415,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,166.31,729.34,0.0079
256,1536,128,7168,asm,15,8,16.6507,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,169.28,739.95,0.0153
256,1600,128,7168,ck,7,3,16.6801,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,176.02,767.14,0.0
256,1664,128,7168,ck,7,1,16.6914,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,182.94,795.08,0.0
256,1728,128,7168,ck,7,1,16.6641,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,190.28,824.9,0.0
256,1792,128,7168,ck,7,0,17.0019,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,193.41,836.45,0.0
256,1856,128,7168,ck,7,1,16.709,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,203.83,879.55,0.0
256,1920,128,7168,ck,7,3,16.7774,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,210.0,904.29,0.0
256,1984,128,7168,ck,7,0,16.8024,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,216.67,931.22,0.0
